Date,Transaction Category,Amount,Credit/Debit,Payment Method
2014-08-11,entertainment,780.0,debit,e-wallet
2014-08-12,transport,750.0,debit,debit_card
2014-08-12,transport,180.0,debit,credit_card
2014-08-13,bills,1470.0,debit,e-wallet
2014-08-13,entertainment,140.0,debit,debit_card
2014-08-13,entertainment,210.0,debit,debit_card
2014-08-13,food,240.0,debit,cash
2014-08-14,bills,1340.0,debit,cash
2014-08-14,transport,600.0,debit,credit_card
2014-08-14,bills,440.0,debit,e-wallet
2014-08-14,others,500.0,debit,online_banking
2014-08-14,bills,550.0,debit,credit_card
2014-08-16,food,460.0,debit,cash
2014-08-16,transport,600.0,debit,e-wallet
2014-08-16,transport,320.0,debit,credit_card
2014-08-16,shopping,130.0,debit,cash
2014-08-16,bills,830.0,debit,debit_card
2014-08-16,food,75.0,debit,online_banking
2014-08-16,transport,500.0,debit,online_banking
2014-08-17,entertainment,500.0,debit,debit_card
2014-08-17,food,470.0,debit,e-wallet
2014-08-17,transport,300.0,debit,e-wallet
2014-08-18,transport,15.0,debit,online_banking
2014-08-18,others,1210.0,debit,credit_card
2014-08-19,food,340.0,debit,debit_card
2014-08-19,bills,150.0,debit,credit_card
2014-08-19,bills,640.0,debit,credit_card
2014-08-19,food,260.0,debit,credit_card
2014-08-20,transport,130.0,debit,e-wallet
2014-08-20,food,250.0,debit,cash
2014-08-20,others,340.0,debit,cash
2014-08-20,food,630.0,debit,e-wallet
2014-08-21,transport,130.0,debit,online_banking
2014-08-21,entertainment,1190.0,debit,cash
2014-08-21,transport,360.0,debit,debit_card
2014-08-21,entertainment,320.0,debit,cash
2014-08-21,transport,420.0,debit,debit_card
2014-08-22,food,490.0,debit,cash
2014-08-22,food,400.0,debit,cash
2014-08-22,food,530.0,debit,e-wallet
2014-08-23,others,1480.0,debit,cash
2014-08-23,transport,20.0,debit,e-wallet
2014-08-23,bills,920.0,debit,debit_card
2014-08-23,food,400.0,debit,cash
2014-08-23,food,640.0,debit,credit_card
2014-08-23,others,750.0,debit,e-wallet
2014-08-24,transport,60.0,debit,debit_card
2014-08-24,food,560.0,debit,credit_card
2014-08-25,food,85.0,debit,debit_card
2014-08-25,entertainment,840.0,debit,e-wallet
2014-08-27,food,440.0,debit,credit_card
2014-08-27,transport,320.0,debit,debit_card
2014-08-31,bills,85.0,debit,cash
2014-09-01,bills,1430.0,debit,debit_card
2014-09-01,transport,5.0,debit,debit_card
2014-09-01,transport,240.0,debit,e-wallet
2014-09-01,food,470.0,debit,cash
2014-09-01,food,660.0,debit,online_banking
2014-09-01,others,730.0,debit,debit_card
2014-09-02,bills,20.0,debit,e-wallet
2014-09-03,transport,250.0,debit,debit_card
2014-09-03,bills,1390.0,debit,debit_card
2014-09-03,transport,30.0,debit,cash
2014-09-03,transport,580.0,debit,e-wallet
2014-09-04,bills,840.0,debit,debit_card
2014-09-04,others,850.0,debit,e-wallet
2014-09-04,bills,1510.0,debit,credit_card
2014-09-05,food,20.0,debit,cash
2014-09-05,shopping,1290.0,debit,e-wallet
2014-09-05,transport,130.0,debit,credit_card
2014-09-05,bills,990.0,debit,credit_card
2014-09-06,food,710.0,debit,online_banking
2014-09-06,shopping,1280.0,debit,e-wallet
2014-09-06,entertainment,1430.0,debit,debit_card
2014-09-06,bills,750.0,debit,online_banking
2014-09-06,others,1390.0,debit,e-wallet
2014-09-07,others,630.0,debit,online_banking
2014-09-07,transport,25.0,debit,debit_card
2014-09-07,transport,460.0,debit,credit_card
2014-09-07,bills,490.0,debit,credit_card
2014-09-07,transport,430.0,debit,online_banking
2014-09-08,transport,5.0,debit,credit_card
2014-09-08,transport,680.0,debit,online_banking
2014-09-08,others,1010.0,debit,credit_card
2014-09-09,entertainment,1360.0,debit,debit_card
2014-09-09,transport,720.0,debit,e-wallet
2014-09-09,bills,900.0,debit,debit_card
2014-09-09,transport,30.0,debit,online_banking
2014-09-09,bills,1340.0,debit,cash
2014-09-09,entertainment,45.0,debit,credit_card
2014-09-10,transport,570.0,debit,online_banking
2014-09-10,others,1520.0,debit,online_banking
2014-09-10,transport,530.0,debit,online_banking
2014-09-10,transport,490.0,debit,credit_card
2014-09-11,transport,410.0,debit,debit_card
2014-09-11,others,1470.0,debit,e-wallet
2014-09-11,transport,570.0,debit,online_banking
2014-09-12,food,650.0,debit,cash
2014-09-12,food,80.0,debit,e-wallet
2014-09-12,transport,620.0,debit,e-wallet
2014-09-12,transport,620.0,debit,debit_card
2014-09-12,transport,470.0,debit,e-wallet
2014-09-13,transport,210.0,debit,online_banking
2014-09-14,entertainment,730.0,debit,e-wallet
2014-09-14,shopping,1050.0,debit,online_banking
2014-09-14,entertainment,610.0,debit,debit_card
2014-09-14,transport,300.0,debit,debit_card
2014-09-15,transport,300.0,debit,credit_card
2014-09-15,shopping,420.0,debit,debit_card
2014-09-15,others,120.0,debit,e-wallet
2014-09-16,transport,200.0,debit,e-wallet
2014-09-16,bills,940.0,debit,credit_card
2014-09-16,transport,440.0,debit,debit_card
2014-09-16,shopping,190.0,debit,online_banking
2014-09-17,shopping,720.0,debit,online_banking
2014-09-17,others,850.0,debit,cash
2014-09-17,food,140.0,debit,credit_card
2014-09-18,food,640.0,debit,online_banking
2014-09-18,food,720.0,debit,cash
2014-09-18,others,770.0,debit,credit_card
2014-09-19,food,170.0,debit,credit_card
2014-09-19,bills,430.0,debit,cash
2014-09-19,food,130.0,debit,cash
2014-09-19,transport,660.0,debit,debit_card
2014-09-20,food,390.0,debit,credit_card
2014-09-20,transport,490.0,debit,credit_card
2014-09-20,food,180.0,debit,cash
2014-09-20,transport,500.0,debit,debit_card
2014-09-20,transport,200.0,debit,e-wallet
2014-09-20,others,230.0,debit,e-wallet
2014-09-20,bills,1500.0,debit,online_banking
2014-09-20,transport,190.0,debit,online_banking
2014-09-21,food,130.0,debit,e-wallet
2014-09-21,food,690.0,debit,credit_card
2014-09-22,transport,300.0,debit,credit_card
2014-09-22,entertainment,1170.0,debit,online_banking
2014-09-22,entertainment,240.0,debit,cash
2014-09-22,bills,720.0,debit,debit_card
2014-09-23,bills,170.0,debit,cash
2014-09-23,others,150.0,debit,e-wallet
2014-09-23,transport,630.0,debit,online_banking
2014-09-24,transport,35.0,debit,credit_card
2014-09-24,transport,390.0,debit,online_banking
2014-09-24,shopping,1510.0,debit,cash
2014-09-24,food,320.0,debit,online_banking
2014-09-24,bills,310.0,debit,online_banking
2014-09-25,transport,390.0,debit,online_banking
2014-09-26,entertainment,970.0,debit,debit_card
2014-09-26,bills,770.0,debit,e-wallet
2014-09-26,food,760.0,debit,credit_card
2014-09-26,food,600.0,debit,debit_card
2014-09-26,others,35.0,debit,cash
2014-09-26,shopping,710.0,debit,cash
2014-09-27,entertainment,1290.0,debit,online_banking
2014-09-28,shopping,1430.0,debit,online_banking
2014-09-28,food,330.0,debit,debit_card
2014-09-28,shopping,590.0,debit,online_banking
2014-09-28,shopping,440.0,debit,cash
2014-09-28,food,350.0,debit,debit_card
2014-09-28,others,420.0,debit,cash
2014-09-28,shopping,480.0,debit,debit_card
2014-09-28,food,200.0,debit,e-wallet
2014-10-01,transport,580.0,debit,debit_card
2014-10-01,entertainment,1180.0,debit,cash
2014-10-01,food,690.0,debit,credit_card
2014-10-01,shopping,1510.0,debit,e-wallet
2014-10-02,transport,110.0,debit,credit_card
2014-10-02,transport,550.0,debit,cash
2014-10-02,food,50.0,debit,debit_card
2014-10-02,others,1280.0,debit,debit_card
2014-10-03,others,1210.0,debit,online_banking
2014-10-03,food,430.0,debit,debit_card
2014-10-03,others,1450.0,debit,online_banking
2014-10-04,others,510.0,debit,debit_card
2014-10-04,food,70.0,debit,cash
2014-10-04,bills,1170.0,debit,credit_card
2014-10-04,food,35.0,debit,cash
2014-10-05,food,5.0,debit,debit_card
2014-10-05,food,440.0,debit,debit_card
2014-10-05,food,660.0,debit,debit_card
2014-10-05,food,230.0,debit,e-wallet
2014-10-05,food,90.0,debit,credit_card
2014-10-05,transport,430.0,debit,credit_card
2014-10-06,transport,620.0,debit,credit_card
2014-10-06,food,580.0,debit,debit_card
2014-10-06,food,570.0,debit,online_banking
2014-10-07,bills,290.0,debit,cash
2014-10-07,transport,120.0,debit,debit_card
2014-10-07,food,650.0,debit,cash
2014-10-07,transport,430.0,debit,debit_card
2014-10-07,transport,350.0,debit,credit_card
2014-10-08,entertainment,970.0,debit,debit_card
2014-10-08,entertainment,630.0,debit,credit_card
2014-10-08,food,15.0,debit,debit_card
2014-10-09,food,500.0,debit,credit_card
2014-10-09,bills,720.0,debit,cash
2014-10-09,food,260.0,debit,debit_card
2014-10-09,transport,390.0,debit,credit_card
2014-10-10,bills,1540.0,debit,online_banking
2014-10-10,shopping,1290.0,debit,debit_card
2014-10-10,food,560.0,debit,debit_card
2014-10-11,food,510.0,debit,online_banking
2014-10-12,bills,1350.0,debit,debit_card
2014-10-12,shopping,1470.0,debit,e-wallet
2014-10-12,transport,390.0,debit,cash
2014-10-12,food,600.0,debit,cash
2014-10-13,food,300.0,debit,credit_card
2014-10-13,others,180.0,debit,online_banking
2014-10-13,food,130.0,debit,debit_card
2014-10-14,transport,100.0,debit,credit_card
2014-10-14,food,20.0,debit,credit_card
2014-10-15,bills,610.0,debit,online_banking
2014-10-15,others,300.0,debit,credit_card
2014-10-15,food,700.0,debit,credit_card
2014-10-16,entertainment,1070.0,debit,credit_card
2014-10-16,shopping,880.0,debit,e-wallet
2014-10-16,food,530.0,debit,cash
2014-10-16,bills,1460.0,debit,credit_card
2014-10-16,transport,250.0,debit,debit_card
2014-10-17,transport,510.0,debit,debit_card
2014-10-17,food,510.0,debit,credit_card
2014-10-18,transport,600.0,debit,credit_card
2014-10-18,entertainment,550.0,debit,debit_card
2014-10-19,entertainment,1340.0,debit,e-wallet
2014-10-19,bills,810.0,debit,online_banking
2014-10-20,shopping,1270.0,debit,cash
2014-10-20,transport,620.0,debit,credit_card
2014-10-20,transport,450.0,debit,cash
2014-10-20,shopping,970.0,debit,debit_card
2014-10-20,others,1120.0,debit,credit_card
2014-10-20,food,310.0,debit,cash
2014-10-20,transport,120.0,debit,online_banking
2014-10-21,food,440.0,debit,e-wallet
2014-10-21,food,320.0,debit,credit_card
2014-10-21,transport,310.0,debit,online_banking
2014-10-21,food,430.0,debit,cash
2014-10-22,shopping,25.0,debit,cash
2014-10-22,bills,1430.0,debit,e-wallet
2014-10-23,others,1210.0,debit,cash
2014-10-23,bills,500.0,debit,e-wallet
2014-10-23,transport,550.0,debit,online_banking
2014-10-23,transport,0.0,debit,online_banking
2014-10-23,shopping,970.0,debit,e-wallet
2014-10-24,transport,640.0,debit,cash
2014-10-24,entertainment,200.0,debit,online_banking
2014-10-25,transport,740.0,debit,credit_card
2014-10-25,food,5.0,debit,debit_card
2014-10-25,others,1390.0,debit,online_banking
2014-10-25,transport,620.0,debit,debit_card
2014-10-25,bills,1240.0,debit,debit_card
2014-10-25,entertainment,220.0,debit,credit_card
2014-10-26,food,400.0,debit,credit_card
2014-10-26,transport,210.0,debit,credit_card
2014-10-27,food,540.0,debit,e-wallet
2014-10-27,food,290.0,debit,cash
2014-10-27,shopping,1310.0,debit,online_banking
2014-10-27,food,580.0,debit,e-wallet
2014-10-28,transport,460.0,debit,cash
2014-10-29,food,370.0,debit,cash
2014-10-30,food,620.0,debit,credit_card
2014-10-30,others,440.0,debit,online_banking
2014-11-01,transport,630.0,debit,credit_card
2014-11-01,transport,430.0,debit,e-wallet
2014-11-01,food,250.0,debit,e-wallet
2014-11-02,transport,630.0,debit,online_banking
2014-11-02,bills,1270.0,debit,credit_card
2014-11-02,transport,270.0,debit,credit_card
2014-11-02,shopping,850.0,debit,credit_card
2014-11-02,shopping,560.0,debit,debit_card
2014-11-03,food,270.0,debit,e-wallet
2014-11-03,food,530.0,debit,e-wallet
2014-11-03,others,80.0,debit,credit_card
2014-11-04,shopping,750.0,debit,credit_card
2014-11-04,food,100.0,debit,credit_card
2014-11-04,transport,560.0,debit,e-wallet
2014-11-05,transport,720.0,debit,cash
2014-11-06,food,630.0,debit,credit_card
2014-11-06,entertainment,1310.0,debit,e-wallet
2014-11-06,bills,230.0,debit,e-wallet
2014-11-07,transport,550.0,debit,credit_card
2014-11-07,bills,700.0,debit,e-wallet
2014-11-07,others,760.0,debit,online_banking
2014-11-07,transport,740.0,debit,e-wallet
2014-11-07,transport,590.0,debit,credit_card
2014-11-08,entertainment,70.0,debit,debit_card
2014-11-08,transport,440.0,debit,cash
2014-11-08,transport,75.0,debit,online_banking
2014-11-08,food,80.0,debit,debit_card
2014-11-08,bills,910.0,debit,e-wallet
2014-11-08,food,680.0,debit,cash
2014-11-08,transport,310.0,debit,e-wallet
2014-11-09,food,550.0,debit,online_banking
2014-11-09,bills,1090.0,debit,credit_card
2014-11-10,shopping,1240.0,debit,credit_card
2014-11-10,shopping,1140.0,debit,e-wallet
2014-11-10,transport,330.0,debit,online_banking
2014-11-10,transport,340.0,debit,credit_card
2014-11-11,food,5.0,debit,debit_card
2014-11-11,entertainment,310.0,debit,cash
2014-11-11,shopping,1170.0,debit,debit_card
2014-11-11,food,190.0,debit,online_banking
2014-11-12,food,120.0,debit,credit_card
2014-11-12,others,1160.0,debit,credit_card
2014-11-13,transport,220.0,debit,e-wallet
2014-11-13,shopping,940.0,debit,debit_card
2014-11-13,others,800.0,debit,debit_card
2014-11-13,transport,25.0,debit,online_banking
2014-11-14,shopping,830.0,debit,cash
2014-11-14,transport,340.0,debit,cash
2014-11-17,entertainment,1150.0,debit,e-wallet
2014-11-18,food,770.0,debit,debit_card
2014-11-18,food,250.0,debit,debit_card
2014-11-19,shopping,180.0,debit,credit_card
2014-11-19,food,220.0,debit,e-wallet
2014-11-19,transport,580.0,debit,credit_card
2014-11-19,others,290.0,debit,cash
2014-11-20,bills,610.0,debit,credit_card
2014-11-20,transport,440.0,debit,debit_card
2014-11-21,others,480.0,debit,debit_card
2014-11-21,transport,640.0,debit,credit_card
2014-11-22,transport,610.0,debit,credit_card
2014-11-23,bills,730.0,debit,cash
2014-11-23,transport,220.0,debit,online_banking
2014-11-23,shopping,55.0,debit,cash
2014-11-24,food,320.0,debit,online_banking
2014-11-24,transport,380.0,debit,debit_card
2014-11-24,others,280.0,debit,cash
2014-11-24,transport,620.0,debit,cash
2014-11-24,food,730.0,debit,e-wallet
2014-11-25,transport,650.0,debit,e-wallet
2014-11-25,food,410.0,debit,e-wallet
2014-11-26,bills,1440.0,debit,debit_card
2014-11-26,food,660.0,debit,e-wallet
2014-11-26,food,630.0,debit,cash
2014-11-27,transport,100.0,debit,e-wallet
2014-11-27,others,1010.0,debit,e-wallet
2014-11-27,food,710.0,debit,credit_card
2014-11-28,transport,350.0,debit,debit_card
2014-11-28,food,730.0,debit,credit_card
2014-11-28,transport,250.0,debit,online_banking
2014-12-01,food,280.0,debit,cash
2014-12-01,transport,500.0,debit,debit_card
2014-12-01,transport,270.0,debit,credit_card
2014-12-01,food,210.0,debit,cash
2014-12-02,bills,880.0,debit,cash
2014-12-02,food,820.0,debit,online_banking
2014-12-02,food,570.0,debit,online_banking
2014-12-02,food,850.0,debit,cash
2014-12-02,entertainment,1410.0,debit,online_banking
2014-12-02,shopping,1180.0,debit,e-wallet
2014-12-03,transport,600.0,debit,online_banking
2014-12-03,food,360.0,debit,credit_card
2014-12-03,shopping,1490.0,debit,cash
2014-12-03,others,1020.0,debit,online_banking
2014-12-03,food,95.0,debit,online_banking
2014-12-03,shopping,1410.0,debit,online_banking
2014-12-04,food,760.0,debit,cash
2014-12-04,food,90.0,debit,credit_card
2014-12-04,food,790.0,debit,cash
2014-12-04,transport,480.0,debit,debit_card
2014-12-04,shopping,20.0,debit,credit_card
2014-12-04,transport,710.0,debit,cash
2014-12-04,bills,510.0,debit,credit_card
2014-12-05,entertainment,1240.0,debit,debit_card
2014-12-05,transport,540.0,debit,online_banking
2014-12-05,entertainment,40.0,debit,online_banking
2014-12-06,transport,220.0,debit,debit_card
2014-12-06,transport,780.0,debit,debit_card
2014-12-06,others,1180.0,debit,cash
2014-12-06,transport,310.0,debit,cash
2014-12-06,food,310.0,debit,e-wallet
2014-12-06,transport,55.0,debit,e-wallet
2014-12-07,shopping,1360.0,debit,credit_card
2014-12-07,transport,720.0,debit,e-wallet
2014-12-07,entertainment,300.0,debit,debit_card
2014-12-07,bills,530.0,debit,cash
2014-12-07,entertainment,830.0,debit,cash
2014-12-08,transport,560.0,debit,online_banking
2014-12-08,others,240.0,debit,online_banking
2014-12-08,food,350.0,debit,debit_card
2014-12-09,shopping,1450.0,debit,online_banking
2014-12-09,entertainment,1340.0,debit,cash
2014-12-09,transport,600.0,debit,e-wallet
2014-12-09,food,460.0,debit,cash
2014-12-09,others,1560.0,debit,cash
2014-12-09,transport,90.0,debit,debit_card
2014-12-10,bills,130.0,debit,debit_card
2014-12-10,shopping,510.0,debit,cash
2014-12-10,food,670.0,debit,debit_card
2014-12-10,transport,25.0,debit,credit_card
2014-12-10,bills,340.0,debit,online_banking
2014-12-11,shopping,1690.0,debit,online_banking
2014-12-11,transport,70.0,debit,credit_card
2014-12-11,shopping,970.0,debit,e-wallet
2014-12-11,food,610.0,debit,e-wallet
2014-12-11,transport,710.0,debit,cash
2014-12-11,others,1540.0,debit,debit_card
2014-12-12,transport,540.0,debit,online_banking
2014-12-12,others,1070.0,debit,online_banking
2014-12-12,transport,510.0,debit,e-wallet
2014-12-12,transport,45.0,debit,credit_card
2014-12-12,transport,660.0,debit,debit_card
2014-12-13,bills,780.0,debit,online_banking
2014-12-13,transport,60.0,debit,debit_card
2014-12-13,others,1460.0,debit,cash
2014-12-13,shopping,85.0,debit,online_banking
2014-12-13,transport,670.0,debit,debit_card
2014-12-13,food,810.0,debit,cash
2014-12-14,food,110.0,debit,cash
2014-12-14,entertainment,140.0,debit,credit_card
2014-12-14,bills,1710.0,debit,e-wallet
2014-12-14,food,560.0,debit,cash
2014-12-15,others,1650.0,debit,credit_card
2014-12-15,transport,280.0,debit,debit_card
2014-12-16,shopping,1360.0,debit,debit_card
2014-12-16,transport,410.0,debit,credit_card
2014-12-16,transport,320.0,debit,cash
2014-12-16,transport,800.0,debit,debit_card
2014-12-16,bills,1040.0,debit,debit_card
2014-12-17,others,810.0,debit,cash
2014-12-17,entertainment,400.0,debit,e-wallet
2014-12-17,food,60.0,debit,credit_card
2014-12-17,others,1630.0,debit,cash
2014-12-18,transport,730.0,debit,cash
2014-12-18,entertainment,300.0,debit,cash
2014-12-18,shopping,1120.0,debit,debit_card
2014-12-18,transport,260.0,debit,credit_card
2014-12-19,food,400.0,debit,cash
2014-12-19,food,320.0,debit,credit_card
2014-12-19,bills,1660.0,debit,credit_card
2014-12-19,transport,450.0,debit,credit_card
2014-12-19,transport,760.0,debit,debit_card
2014-12-20,bills,120.0,debit,cash
2014-12-20,food,130.0,debit,online_banking
2014-12-20,transport,450.0,debit,credit_card
2014-12-20,transport,760.0,debit,debit_card
2014-12-20,entertainment,320.0,debit,e-wallet
2014-12-21,transport,400.0,debit,credit_card
2014-12-21,others,1800.0,debit,credit_card
2014-12-21,others,780.0,debit,debit_card
2014-12-21,transport,870.0,debit,debit_card
2014-12-21,food,450.0,debit,online_banking
2014-12-21,shopping,240.0,debit,credit_card
2014-12-21,entertainment,860.0,debit,online_banking
2014-12-21,bills,510.0,debit,online_banking
2014-12-22,food,180.0,debit,e-wallet
2014-12-22,entertainment,860.0,debit,debit_card
2014-12-22,others,85.0,debit,online_banking
2014-12-22,shopping,920.0,debit,cash
2014-12-23,food,25.0,debit,online_banking
2014-12-23,transport,470.0,debit,e-wallet
2014-12-24,food,530.0,debit,cash
2014-12-24,food,540.0,debit,online_banking
2014-12-24,food,25.0,debit,credit_card
2014-12-25,food,800.0,debit,online_banking
2014-12-25,transport,420.0,debit,cash
2014-12-25,food,85.0,debit,e-wallet
2014-12-25,transport,65.0,debit,cash
2014-12-25,shopping,85.0,debit,cash
2014-12-26,transport,180.0,debit,cash
2014-12-26,shopping,610.0,debit,debit_card
2014-12-26,transport,60.0,debit,debit_card
2014-12-26,shopping,95.0,debit,online_banking
2014-12-26,others,440.0,debit,online_banking
2014-12-29,transport,220.0,debit,e-wallet
2014-12-29,bills,550.0,debit,cash
2014-12-30,transport,500.0,debit,cash
2015-01-01,food,480.0,debit,e-wallet
2015-01-01,bills,410.0,debit,online_banking
2015-01-02,bills,280.0,debit,credit_card
2015-01-02,transport,520.0,debit,e-wallet
2015-01-02,transport,830.0,debit,debit_card
2015-01-03,transport,530.0,debit,cash
2015-01-03,bills,1220.0,debit,online_banking
2015-01-04,food,590.0,debit,online_banking
2015-01-04,entertainment,1070.0,debit,credit_card
2015-01-04,food,10.0,debit,debit_card
2015-01-04,transport,320.0,debit,e-wallet
2015-01-05,food,130.0,debit,credit_card
2015-01-05,food,150.0,debit,debit_card
2015-01-05,food,30.0,debit,online_banking
2015-01-05,shopping,520.0,debit,e-wallet
2015-01-05,entertainment,400.0,debit,cash
2015-01-05,entertainment,1320.0,debit,cash
2015-01-06,transport,150.0,debit,debit_card
2015-01-06,entertainment,1030.0,debit,debit_card
2015-01-06,others,680.0,debit,cash
2015-01-06,transport,10.0,debit,cash
2015-01-06,transport,90.0,debit,debit_card
2015-01-07,bills,1060.0,debit,debit_card
2015-01-07,transport,85.0,debit,e-wallet
2015-01-07,others,1470.0,debit,credit_card
2015-01-07,transport,20.0,debit,e-wallet
2015-01-07,others,1200.0,debit,debit_card
2015-01-07,bills,290.0,debit,credit_card
2015-01-08,others,510.0,debit,online_banking
2015-01-08,food,420.0,debit,e-wallet
2015-01-08,food,280.0,debit,cash
2015-01-08,transport,700.0,debit,e-wallet
2015-01-08,transport,680.0,debit,cash
2015-01-09,bills,690.0,debit,online_banking
2015-01-09,others,680.0,debit,cash
2015-01-09,food,410.0,debit,online_banking
2015-01-09,transport,730.0,debit,credit_card
2015-01-09,transport,110.0,debit,debit_card
2015-01-09,food,230.0,debit,debit_card
2015-01-09,entertainment,1770.0,debit,debit_card
2015-01-09,transport,220.0,debit,debit_card
2015-01-10,food,240.0,debit,credit_card
2015-01-10,others,1750.0,debit,e-wallet
2015-01-10,bills,1130.0,debit,cash
2015-01-10,food,830.0,debit,debit_card
2015-01-11,food,480.0,debit,e-wallet
2015-01-12,transport,620.0,debit,e-wallet
2015-01-12,entertainment,1560.0,debit,debit_card
2015-01-12,transport,560.0,debit,online_banking
2015-01-13,transport,790.0,debit,online_banking
2015-01-13,bills,240.0,debit,e-wallet
2015-01-13,transport,170.0,debit,online_banking
2015-01-13,transport,440.0,debit,credit_card
2015-01-14,food,85.0,debit,cash
2015-01-14,transport,600.0,debit,credit_card
2015-01-14,food,510.0,debit,credit_card
2015-01-14,others,260.0,debit,e-wallet
2015-01-15,shopping,820.0,debit,cash
2015-01-16,food,310.0,debit,online_banking
2015-01-16,transport,350.0,debit,e-wallet
2015-01-16,bills,970.0,debit,e-wallet
2015-01-16,shopping,640.0,debit,cash
2015-01-17,food,45.0,debit,credit_card
2015-01-17,food,700.0,debit,e-wallet
2015-01-17,bills,1150.0,debit,cash
2015-01-17,transport,370.0,debit,cash
2015-01-18,transport,580.0,debit,debit_card
2015-01-18,transport,85.0,debit,debit_card
2015-01-18,transport,630.0,debit,credit_card
2015-01-18,transport,460.0,debit,cash
2015-01-18,others,1430.0,debit,cash
2015-01-19,shopping,1700.0,debit,credit_card
2015-01-19,transport,700.0,debit,e-wallet
2015-01-19,transport,45.0,debit,online_banking
2015-01-20,food,470.0,debit,cash
2015-01-20,shopping,1220.0,debit,debit_card
2015-01-20,shopping,1040.0,debit,cash
2015-01-21,food,80.0,debit,debit_card
2015-01-21,food,830.0,debit,online_banking
2015-01-21,food,35.0,debit,credit_card
2015-01-21,transport,620.0,debit,e-wallet
2015-01-22,food,220.0,debit,credit_card
2015-01-22,entertainment,840.0,debit,online_banking
2015-01-22,others,1100.0,debit,credit_card
2015-01-22,transport,260.0,debit,e-wallet
2015-01-22,bills,1680.0,debit,credit_card
2015-01-22,food,340.0,debit,online_banking
2015-01-22,transport,670.0,debit,online_banking
2015-01-23,entertainment,1580.0,debit,debit_card
2015-01-23,bills,340.0,debit,online_banking
2015-01-25,entertainment,30.0,debit,cash
2015-01-26,transport,720.0,debit,cash
2015-01-26,entertainment,950.0,debit,cash
2015-01-26,bills,1800.0,debit,debit_card
2015-01-26,others,1590.0,debit,credit_card
2015-01-26,others,660.0,debit,credit_card
2015-01-26,entertainment,350.0,debit,credit_card
2015-01-26,others,520.0,debit,online_banking
2015-01-26,food,300.0,debit,cash
2015-01-27,transport,200.0,debit,online_banking
2015-01-27,others,1420.0,debit,cash
2015-01-28,transport,840.0,debit,e-wallet
2015-01-29,others,760.0,debit,debit_card
2015-02-01,transport,210.0,debit,e-wallet
2015-02-01,food,750.0,debit,credit_card
2015-02-02,bills,1370.0,debit,online_banking
2015-02-02,transport,580.0,debit,e-wallet
2015-02-04,bills,1030.0,debit,credit_card
2015-02-04,transport,580.0,debit,online_banking
2015-02-04,transport,620.0,debit,debit_card
2015-02-04,entertainment,110.0,debit,cash
2015-02-04,food,250.0,debit,cash
2015-02-05,food,120.0,debit,online_banking
2015-02-05,entertainment,870.0,debit,online_banking
2015-02-05,transport,560.0,debit,debit_card
2015-02-05,food,430.0,debit,credit_card
2015-02-06,bills,720.0,debit,e-wallet
2015-02-06,bills,1180.0,debit,debit_card
2015-02-06,food,660.0,debit,e-wallet
2015-02-06,transport,90.0,debit,online_banking
2015-02-07,shopping,1270.0,debit,cash
2015-02-07,shopping,810.0,debit,debit_card
2015-02-07,transport,280.0,debit,online_banking
2015-02-08,transport,80.0,debit,e-wallet
2015-02-08,shopping,340.0,debit,credit_card
2015-02-08,bills,950.0,debit,cash
2015-02-09,transport,130.0,debit,cash
2015-02-09,transport,180.0,debit,online_banking
2015-02-10,entertainment,20.0,debit,online_banking
2015-02-10,bills,680.0,debit,debit_card
2015-02-10,food,680.0,debit,e-wallet
2015-02-11,food,700.0,debit,cash
2015-02-11,food,400.0,debit,cash
2015-02-12,transport,350.0,debit,cash
2015-02-12,transport,320.0,debit,cash
2015-02-12,bills,40.0,debit,credit_card
2015-02-13,entertainment,650.0,debit,credit_card
2015-02-13,bills,920.0,debit,e-wallet
2015-02-13,food,95.0,debit,debit_card
2015-02-13,bills,870.0,debit,e-wallet
2015-02-13,transport,430.0,debit,cash
2015-02-13,food,140.0,debit,online_banking
2015-02-14,shopping,800.0,debit,e-wallet
2015-02-14,transport,770.0,debit,debit_card
2015-02-14,food,510.0,debit,online_banking
2015-02-15,food,550.0,debit,cash
2015-02-15,bills,980.0,debit,e-wallet
2015-02-15,shopping,1320.0,debit,e-wallet
2015-02-15,shopping,1330.0,debit,e-wallet
2015-02-16,transport,110.0,debit,credit_card
2015-02-16,entertainment,1440.0,debit,cash
2015-02-16,food,240.0,debit,e-wallet
2015-02-17,food,330.0,debit,online_banking
2015-02-17,transport,25.0,debit,e-wallet
2015-02-17,transport,420.0,debit,debit_card
2015-02-17,transport,100.0,debit,online_banking
2015-02-18,entertainment,5.0,debit,cash
2015-02-18,entertainment,1490.0,debit,online_banking
2015-02-18,transport,350.0,debit,e-wallet
2015-02-19,food,670.0,debit,online_banking
2015-02-19,transport,300.0,debit,e-wallet
2015-02-19,bills,310.0,debit,online_banking
2015-02-20,transport,130.0,debit,cash
2015-02-20,shopping,1430.0,debit,cash
2015-02-20,bills,1410.0,debit,online_banking
2015-02-20,bills,840.0,debit,cash
2015-02-20,entertainment,330.0,debit,online_banking
2015-02-21,food,330.0,debit,cash
2015-02-21,bills,910.0,debit,cash
2015-02-21,bills,1130.0,debit,e-wallet
2015-02-21,others,970.0,debit,cash
2015-02-21,food,440.0,debit,debit_card
